SRPDF.KEY$,SRPDF.SHRT.DESC$,SRPDF.FULL.DESC$,SRPDF.FILLER$,,
<8::0800,3WaySSGE3C                                        ,Sun Shop End 3 1.0Y Three Way Unit Centre                                                           ,               ,,
;9:<0800,Deods mid                                         ,Deodorants Mid Gondola Mainstream                                                                   ,               ,,
4=620800,Branded FSDU                                      ,No7 Q BFSDU 4mod+ 2                                                                                 ,               ,,
=?660800,Prof hair mid                                     ,Professional Haircare 1 Mid Gondola Mainstream                                                      ,               ,,
64:90800,Skin 1 Mid GL                                     ,Everyday Facial Skincare 1 Mid Gondola Mainstream                                                   ,               ,,
50020800,FlexSp5                                           ,Christmas Flexible Rollwrap Site 5                                                                  ,               ,,
8800800,BFSDU                                             ,Toiletries Branded FSDU 5 1.0Z                                                                      ,               ,,
2<900800,Femcare Mid GL                                    ,Feminine Care Mid Gondola Mainstream                                                                ,               ,,
6<640800,Soap & Glory R&R 1 Mod                            ,#Soap & Glory 1 Mod R&R Product POG                                                                 ,               ,,
715:0800,BabyEnd1                                          ,Baby End 1 1.0Y Large                                                                               ,               ,,
23<40500,Bts.com                                           ,Baby Guide FSDU 1                                                                                   ,               ,,
:?770800,IQM4+W                                            ,IQM UK Queue System 4.0G + Water Unit                                                               ,               ,,
82:10800,Nappy BFSDU1                                      ,Nappies Branded FSDU 1 1.0Z                                                                         ,               ,,
2670800,Colours Mid                                       ,Colours 2 Mid Gondola Mainstream                                                                    ,               ,,
<:550800,EFS10                                             ,Everyday Facial Skincare 2006 400mm 10.0G GF                                                        ,               ,,
09:>0800,491139,Healthcare End 1 3.0Z Three Way Unit Centre                                                         ,               ,,
0;5;0800,3WayHCSPEnd4R                                     ,Healthcare End 4 3.0Z Three Way Unit Right                                                          ,               ,,
2;8>0800,Vit2 mid                                          ,Vitamins 2 Mid Gondola 300mm                                                                        ,               ,,
018=0800,Skin 1 Mid GL                                     ,Everyday Facial Skincare 3 Mid Gondola Mainstream                                                   ,               ,,
767:0800,Chi'd K1                                          ,Chilled Food Other Worker B (K) 1.0V GF                                                             ,               ,,
029<0800,Toil1 FSDU                                        ,Toiletries FSDU 1 1.0Z Large                                                                        ,               ,,
0=6:0800,MassFrag2                                         ,Mass Fragrance 400mm 2.0W GF                                                                        ,               ,,
705=0800,T-B Bowl                                          ,In Queue Tensator Bowls                                                                             ,               ,,
70:;0800,Fam plan mid                                      ,Family Planning 1 Mid Gondola Mainstream                                                            ,               ,,
:3;0800,491143,Healthcare End 2 3.0Z Three Way Unit Left                                                           ,               ,,
0<420800,SmokeCess200                                      ,Smoking Cessation Mid Gondola 200mm                                                                 ,               ,,
3>510800,BBEBFSDU2                                         ,BBE Branded FSDU 2 1.0Z V2                                                                          ,               ,,
7:00800,3WayTGE7R                                         ,Toiletries End 7 1.0Y Three Way Unit Right                                                          ,               ,,
4680800,3WayTGE3C                                         ,Toiletries End 3 1.0Y Three Way Unit Centre                                                         ,               ,,
90890800,Hlth Bkwll Mid                                    ,Healthcare Backwall Mid Gondola 1                                                                   ,               ,,
06:>0800,3WayHCGE2C                                        ,Healthcare End 2 3.0Z Three Way Unit Centre                                                         ,               ,,
3>:<0800,FragSS1                                           ,Fragrance Supersite Ladies 1.0G                                                                     ,               ,,
4<:60800,491151,Healthcare End 3 3.0Z Three Way Unit Right                                                          ,               ,,
39900800,3WayHCGE3C                                        ,Healthcare End 3 3.0Z Three Way Unit Centre                                                         ,               ,,
18:90800,491035,Toiletries End 3 1.0Y Three Way Unit Right                                                          ,               ,,
2080700,CLLCTN  R&R 1Mod                                  ,#Collection Cosmetics R&R 1.0G GF                                                                   ,               ,,
8=9?0800,No7HiddenGems1                                    ,No7 Hidden Gems 1                                                                                   ,               ,,
08:>0800,BFSDU                                             ,Healthcare Branded FSDU 2 1.0Z                                                                      ,               ,,
>79=0800,491152,Healthcare End 3 3.0Z Three Way Unit Centre                                                         ,               ,,
59;60800,frgunit1                                          ,PH Fragrance Mini Tod 1 1.0Z                                                                        ,               ,,
<<790800,Hair & Styling mid                                ,Styling 1 Mid Gondola Mainstream                                                                    ,               ,,
;3310800,Albums 5                                          ,Albums 400mm 5.0G Destination GF                                                                    ,               ,,
>?990800,Mens Mid                                          ,Mens C Mid Gondola Mainstream                                                                       ,               ,,
>5::0800,BFSDU                                             ,Toiletries Branded FSDU 7 1.0Z                                                                      ,               ,,
>9=0800,491137,Healthcare End 1 3.0Z Three Way Unit Right                                                          ,               ,,
:4030800,MenTG13                                           ,Mens Toiletry Gift 400mm 13.0G GF                                                                   ,               ,,
2?360800,DC 3                                              ,Digestive Care 300mm 3.0G HH1 GLF                                                                   ,               ,,
>1590800,PFS8G2006                                         ,Premium Facial Skincare 2006 400mm Lit 8.0G GF                                                      ,               ,,
578>0800,Colours Mid                                       ,Colours 1 Mid Gondola Mainstream                                                                    ,               ,,
>;8>0800,491060,Toiletries End 6 1.0Y Three Way Unit Left                                                           ,               ,,
459<0800,CLIP7                                             ,UK Clipstrip 7                                                                                      ,               ,,
24900800,Eye mid                                           ,Eyecare 1 Mid Gondola Mainstream                                                                    ,               ,,
=>6<0800,491162,Photo End 1 3.0Z Three Way Unit Right                                                               ,               ,,
>?470800,491069,Toiletries End 7 1.0Y Three Way Unit Centre                                                         ,               ,,
;470800,491066,Toiletries End 7 1.0Y Three Way Unit Left                                                           ,               ,,
7:8?0800,Mens Mid                                          ,Mens A Mid Gondola Mainstream                                                                       ,               ,,
82:<0800,BFSDU                                             ,NPD Branded FSDU 1 1.0Z                                                                             ,               ,,
8=9:0800,PPS6G                                             ,Prime Promotional Site 6.0G                                                                         ,               ,,
15780800,Essie R&R 1 Mod                                   ,#Essie 1 Mod R&R Product POG                                                                        ,               ,,
6810800,3WayTGE5L                                         ,Toiletries End 5 1.0Y Three Way Unit Left                                                           ,               ,,
5::;0800,WMD mid                                           ,Weight Management 1 Mid Gondola Mainstream                                                          ,               ,,
46:<0800,EBtyEnd1                                          ,Electrical Beauty End 1 1.0Y Mainstream                                                             ,               ,,
77:20800,491162,Photo End 1 3.0Z Three Way Unit Right                                                               ,               ,,
3<500800,491036,Toiletries End 3 1.0Y Three Way Unit Centre                                                         ,               ,,
11670800,Colours Mid                                       ,Colours 1 Mid Gondola Mainstream                                                                    ,               ,,
98900800,BFSDU                                             ,Toiletries Branded FSDU 5 1.0Z                                                                      ,               ,,
=3::0800,3WaySSGE3R                                        ,Sun Shop End 3 1.0Y Three Way Unit Right                                                            ,               ,,
25??0600,Bourjois Cosmetics R&R 2Mod G                     ,#Bourjois Cosmetics R&R 2.0G GF                                                                     ,               ,,
6;3?0800,FragSS1                                           ,Fragrance Supersite Ladies 1.0G                                                                     ,               ,,
>9<0700,HOT                                               ,IQM HOTSPOT                                                                                         ,               ,,
>18<0800,Snack Mid                                         ,Snacks Mid Gondola Mainstream                                                                       ,               ,,
<7:>0800,BarryM R&R 1 Mod                                  ,#BarryM 1 Mod R&R Product POG                                                                       ,               ,,
61;80800,WMD mid                                           ,Weight Management 1 Mid Gondola Mainstream                                                          ,               ,,
569<0800,ToilEnd2                                          ,Toiletries End 2 1.0Y Large                                                                         ,               ,,
086>0800,491150,Healthcare End 3 3.0Z Three Way Unit Left                                                           ,               ,,
5<730800,3WayTGE4C                                         ,Toiletries End 4 1.0Y Three Way Unit Centre                                                         ,               ,,
88680800,BFSDU                                             ,NPD Branded FSDU 1 1.0Z                                                                             ,               ,,
18100800,Footcare4G                                        ,Footcare 300mm 4.0G HH1 GLF                                                                         ,               ,,
<6660800,Prem Skin Mid                                     ,Premium Facial Skincare 1 Mid Gondola Small 300mm                                                   ,               ,,
911?0800,LFFCab8                                           ,Ladies Fine Fragrance Cabinet 8.0J GF                                                               ,               ,,
77750800,Ind Bath Mid                                      ,Indulgent Body Care & Gift 2 Mid Gondola 300mm                                                      ,               ,,
8950800,Pers Wash Mid                                     ,Personal Wash 1 Mid Gondola Mainstream                                                              ,               ,,
:0950800,Deods mid                                         ,Deodorants Mid Gondola Mainstream                                                                   ,               ,,
:4:30800,PPS6G                                             ,Prime Promotional Site 6.0G                                                                         ,               ,,
;9890800,BSunOld                                           ,"Basic Sun ""Old"" Stock Product POG                                                                   ",               ,,
=>470800,Collection R&R 1 Mod                              ,#Collection 1 Mod R&R Product POG                                                                   ,               ,,
:2950800,Dent3                                             ,Dental 3 Mid Gondola Mainstream                                                                     ,               ,,
2;720800,BBEBFSDU11                                        ,BBE Branded FSDU 10 1.0Z V2                                                                         ,               ,,
41390800,FlexSp14                                          ,Christmas Flexible Rollwrap and Cards FSDU Site 14                                                  ,               ,,
34:90800,491033,Toiletries End 3 1.0Y Three Way Unit Left                                                           ,               ,,
39=0800,491150,Healthcare End 3 3.0Z Three Way Unit Left                                                           ,               ,,
>08=0800,491137,Healthcare End 1 3.0Z Three Way Unit Right                                                          ,               ,,
4940800,BabyEnd2                                          ,Baby End 2 1.0Y Mainstream                                                                          ,               ,,
:2:10800,BabyEnd1                                          ,Baby End 1 1.0Y Large                                                                               ,               ,,
59:60800,Hlth Bkwll Mid                                    ,Healthcare Backwall Mid Gondola 1                                                                   ,               ,,
=5;90500,StampsUK                                          ,Stamps UK only                                                                                      ,               ,,
171?0800,MassFrag2                                         ,Mass Fragrance 400mm 2.0W GF                                                                        ,               ,,
?7:0800,Mens Mid                                          ,Mens A Mid Gondola Mainstream                                                                       ,               ,,
32480800,BFSDU                                             ,Toiletries Branded FSDU 8 1.0Z                                                                      ,               ,,
729;0800,Mass Frag Mid                                     ,Mass Fragrance 1 Mid Gondola Mainstream                                                             ,               ,,
4?680800,IQMFSDU2                                          ,Incremental IQM FSDU 2 1.0Z                                                                         ,               ,,
>57?0800,491137,Healthcare End 1 3.0Z Three Way Unit Right                                                          ,               ,,
6=;80800,Hlth Bkwll Mid                                    ,Healthcare Backwall Mid Gondola 2                                                                   ,               ,,
0=930800,TOD1FRONT                                         ,Fragrance TOD 1 Front                                                                               ,               ,,
>19=0800,DEN3MG                                            ,Dental 3 Mid Gondola Mainstream                                                                     ,               ,,
42500800,491050,Toiletries End 5 1.0Y Three Way Unit Left                                                           ,               ,,
78920800,IQM4+W                                            ,IQM UK Queue System 4.0G + Water Unit                                                               ,               ,,
::410800,Snack Mid                                         ,Snacks Mid Gondola Mainstream                                                                       ,               ,,
:;490800,IQM4+W                                            ,IQM UK Queue System 4.0G + Water Unit                                                               ,               ,,
;7950800,IQMFSDU2                                          ,Incremental IQM FSDU 2 1.0Z                                                                         ,               ,,
917:0800,H1N1FSDU2 1                                       ,Travel Health BFSDU 1.0Z                                                                            ,               ,,
9?9?0800,CosEnd1                                           ,Cosmetic End 1 (Large - No7 4+ Mods)                                                                ,               ,,
>:80800,491036,Toiletries End 3 1.0Y Three Way Unit Centre                                                         ,               ,,
778?0800,Mens Mid                                          ,Mens B Mid Gondola Mainstream                                                                       ,               ,,
<<=;0700,RG1G                                              ,Reading Glasses 300mm 1.0G Opt GF                                                                   ,               ,,
93840700,3WayHCGE3                                         ,PH Healthcare End 3 1.0Y Three Way Unit                                                             ,               ,,
1;6:0800,FragSS1                                           ,Fragrance Supersite Ladies 1.0G                                                                     ,               ,,
:2680800,MenFFCab5NoChn                                    ,Mens Fine Fragrance No Chanel Cabinet 5.0J GF                                                       ,               ,,
86900800,Cos End 3                                         ,Cosmetic End 3 1.0Y Mainstream                                                                      ,               ,,
77950800,Branded FSDU                                      ,No7 Q BFSDU 4mod+ 2                                                                                 ,               ,,
>79>0800,#Max Factor Cosmetics Hot Spot LGE 1 Stock POG    ,#Max Factor Cosmetics Hot Spot LGE 1 Stock POG                                                      ,               ,,
=<800800,491143,Healthcare End 2 3.0Z Three Way Unit Left                                                           ,               ,,
7;560800,BBEBFSDU11                                        ,BBE Branded FSDU 10 1.0Z V2                                                                         ,               ,,
0<800800,BFSDU                                             ,Healthcare Branded FSDU 3 1.0Z                                                                      ,               ,,
:<=30700,ChilBsk3                                          ,Chiller Basket 3 1.0V                                                                               ,               ,,
9890800,TravAccs5                                         ,Travel Accessories 400mm 5.0G Destination GF                                                        ,               ,,
48<0800,3WayHCSPEnd4L                                     ,Healthcare End 4 3.0Z Three Way Unit Left                                                           ,               ,,
24<40500,Bts.com                                           ,Baby Guide FSDU 2                                                                                   ,               ,,
93:50800,491161,Photo End 1 3.0Z Three Way Unit Centre                                                              ,               ,,
0>600800,EBtyEnd1                                          ,Electrical Beauty End 1 1.0Y Mainstream                                                             ,               ,,
>46:0800,BFSDU                                             ,Healthcare Branded FSDU 3 1.0Z                                                                      ,               ,,
>39=0800,491151,Healthcare End 3 3.0Z Three Way Unit Right                                                          ,               ,,
84860800,Psercntr                                          ,Photo Services Counter                                                                              ,               ,,
49:70800,Nappy BFSDU1                                      ,PH Nappies Branded FSDU 1 1.0Z                                                                      ,               ,,
<?890800,HH2G                                              ,Holiday Healthcare 400mm 2.0G Destination GF                                                        ,               ,,
8?7?0800,ElecH&F1                                          ,Electrical Health And Fitness 400mm 1.0G Destination GF                                             ,               ,,
0>420800,491152,Healthcare End 3 3.0Z Three Way Unit Centre                                                         ,               ,,
<7820800,Cos End 3                                         ,Cosmetic End 3 1.0Y Mainstream                                                                      ,               ,,
2=920800,BBEBFSDU15                                        ,BBE Branded FSDU 1 1.0Z                                                                             ,               ,,
34970800,BFSDU                                             ,Cosmetics Branded FSDU 4 1.0Z                                                                       ,               ,,
50:10800,Maybelline R&R 3 Mod                              ,#Maybelline 3 Mod R&R Product POG                                                                   ,               ,,
3;840700,3WayTGE7                                          ,PH Toiletries End 7 1.0Y Three Way Unit                                                             ,               ,,
4?020800,FlexSp4                                           ,Christmas Flexible Rollwrap Site 4                                                                  ,               ,,
1;930800,TOD3FRONT                                         ,Fragrance TOD 3 Front                                                                               ,               ,,
=>:?0800,EBtyEnd1                                          ,Electrical Beauty End 1 1.0Y Mainstream                                                             ,               ,,
3:890100,Kodak Kiosk Slimline 1.0Z                         ,Kodak Kiosk Slimline 1.0Z                                                                           ,               ,,
52870800,Rimmel Cosmetics Hot Spot LGE 2 Stock POG         ,#Rimmel Cosmetics Hot Spot LGE 2 Stock POG                                                          ,               ,,
73:80700,Walkers1                                          ,#Walkers 1 1.0Z                                                                                     ,               ,,
83910800,BFSDU                                             ,Lifestyle Branded FSDU 1 1.0Z                                                                       ,               ,,
38640800,ShmpCond Mid                                      ,Shampoo 1 Mid Gondola Mainstream                                                                    ,               ,,
35200800,BFSDU                                             ,PH Cosmetics Branded FSDU Y 1.0Z                                                                    ,               ,,
71410800,3WayHCSPEnd4L                                     ,Healthcare End 4 3.0Z Three Way Unit Left                                                           ,               ,,
2;9>0800,3WayHCSPEnd4R                                     ,Healthcare End 4 3.0Z Three Way Unit Right                                                          ,               ,,
75930800,Collection 2000 Cosmetics Hot Spot SML Stock POG  ,Collection 2000 1 Cosmetics Hot Spot 400mm                                                          ,               ,,
41490300,Ad Card                                           ,Impulse GESP Parenting Club                                                                         ,               ,,
0?930800,Razors&Blades200                                  ,Razors & Blades 1 Mid Gondola 200mm                                                                 ,               ,,
7?780800,MG                                                ,Expert Skincare 1 Mid Gondola 300mm                                                                 ,               ,,
7>;30800,412599,Data Storage Mid Gondola Mainstream                                                                 ,               ,,
9?2=0800,LOreal 4 Mod R&R                                  ,#LOreal 4 Mod R&R Product POG                                                                       ,               ,,
98?0800,BFSDU                                             ,Toiletries Branded FSDU 6 1.0Z                                                                      ,               ,,
15:60800,491144,Healthcare End 2 3.0Z Three Way Unit Right                                                          ,               ,,
<:500800,BFSDU                                             ,Cosmetics Branded FSDU 3 1.0Z                                                                       ,               ,,
<0420800,Batmid1                                           ,Batteries 1 Mid Gondola Mainstream                                                                  ,               ,,
;;:>0800,Sun Preps Mid                                     ,Summer Self Tan 2 Mid Gondola 400mm                                                                 ,               ,,
;6:>0800,SumSunPrep1                                       ,Summer Sun Preparations 1 Mid Gondola 400mm                                                         ,               ,,
9:4>0800,491162,Photo End 1 3.0Z Three Way Unit Right                                                               ,               ,,
1:9<0800,Rimmel R&R 4 Mod                                  ,#Rimmel 4 Mod R&R Product POG                                                                       ,               ,,
31:90800,BFSDU                                             ,Cosmetics Branded FSDU 1 1.0Z                                                                       ,               ,,
3:660800,3WayTGE5C                                         ,Toiletries End 5 1.0Y Three Way Unit Centre                                                         ,               ,,
;::70800,Fam plan mid                                      ,Family Planning 1 Mid Gondola Mainstream                                                            ,               ,,
1?660800,BabySCW4                                          ,Baby Skincare Cotton Wool 400mm 4.0W GF                                                             ,               ,,
<9020800,Hosiery4                                          ,Hosiery 400mm 4.0G Community Chemist GF                                                             ,               ,,
;;:90800,Cos End 3                                         ,Cosmetic End 3 1.0Y Mainstream                                                                      ,               ,,
:9680800,3WayTGE6C                                         ,Toiletries End 6 1.0Y Three Way Unit Centre                                                         ,               ,,
FALSE,BFSDU                                             ,Toiletries Branded FSDU 8 1.0Z                                                                      ,               ,,
5950800,Hair & Styling mid                                ,Styling 1 Mid Gondola Mainstream                                                                    ,               ,,
14:;0800,BFSDU                                             ,Toiletries Branded FSDU 1 1.0Z                                                                      ,               ,,
>:0=0800,EFS10                                             ,Everyday Facial Skincare 2006 400mm 10.0G GF                                                        ,               ,,
17:>0800,SmokeCess200                                      ,Smoking Cessation Mid Gondola 200mm                                                                 ,               ,,
30:>0800,3WayHCGE3C                                        ,Healthcare End 3 3.0Z Three Way Unit Centre                                                         ,               ,,
48??0700,GiftFood6                                         ,Gardening And Gift Food 400mm 6.0G GF                                                               ,               ,,
=1:<0800,491060,Toiletries End 6 1.0Y Three Way Unit Left                                                           ,               ,,
;<660800,ShmpCond Mid                                      ,Shampoo 2 Mid Gondola Mainstream                                                                    ,               ,,
940800,Sun Preps Mid                                     ,Summer Sun Preparations 3 Mid Gondola 400mm                                                         ,               ,,
;0;10800,BFSDU                                             ,Toiletries Branded FSDU 1 1.0Z                                                                      ,               ,,
1;590800,BFSDU                                             ,Healthcare Branded FSDU 1 1.0Z                                                                      ,               ,,
:1340800,Tissues 3                                         ,Tissues 400mm 3.0G GF                                                                               ,               ,,
6<3?0800,FragSS1                                           ,Fragrance Supersite Mens 1.0G                                                                       ,               ,,
:0990800,No7 7J Wall                                       ,#No7 Q Cosmetics 7.0J GF P5                                                                         ,               ,,
><7?0800,H1N1FSDU2 1                                       ,Travel Health BFSDU 1.0Z                                                                            ,               ,,
1<930800,TOD4BACK                                          ,Fragrance TOD 4 Back                                                                                ,               ,,
>09=0800,491139,Healthcare End 1 3.0Z Three Way Unit Centre                                                         ,               ,,
77690800,Dep Mid                                           ,Depilatories Mid Gondola Mainstream                                                                 ,               ,,
;::10800,Snack Mid                                         ,Snacks Mid Gondola Mainstream                                                                       ,               ,,
:>980800,Skin 1 Mid GL                                     ,Everyday Facial Skincare 3 Mid Gondola Mainstream                                                   ,               ,,
92950800,CMG2                                              ,Colours 2 Mid Gondola Mainstream                                                                    ,               ,,
6990800,Prem Skin Mid                                     ,Premium Facial Skincare 1 Mid Gondola Small 300mm                                                   ,               ,,
91;70800,IQM3DIS/W                                         ,Dispensing Queue System 3.0G + Water Unit                                                           ,               ,,
4>950800,CosEnd1                                           ,Cosmetic End 1 (Large - No7 4+ Mods)                                                                ,               ,,
>6980800,CLIP7                                             ,UK Clipstrip 7                                                                                      ,               ,,
FALSE,SmokeCess200                                      ,Smoking Cessation Mid Gondola 200mm                                                                 ,               ,,
:29>0800,HBD 1 Mid GL                                      ,Hand and Body 1 Mid Gondola Mainstream                                                              ,               ,,
990800,BFSDU                                             ,Cosmetic End 2 1.0Y Mainstream                                                                      ,               ,,
539>0800,BFSDU                                             ,Cosmetics Branded FSDU 2 1.0Z                                                                       ,               ,,
609=0800,3WayTGE4R                                         ,Toiletries End 4 1.0Y Three Way Unit Right                                                          ,               ,,
=77?0800,3WayHCSPEnd4C                                     ,Healthcare End 4 3.0Z Three Way Unit Centre                                                         ,               ,,
<=650800,Skin 1 Mid GL                                     ,Everyday Facial Skincare 1 Mid Gondola Mainstream                                                   ,               ,,
6:540800,Eyecare 3                                         ,Eyecare 300mm 3.0G GLF                                                                              ,               ,,
5>720800,Vit2 mid                                          ,Vitamins 2 Mid Gondola 300mm                                                                        ,               ,,
96840700,3WayPGE1                                          ,PH Photo End 1 1.0Y Three Way Unit                                                                  ,               ,,
:9410800,H1N1FSDU1 1                                       ,Healthcare Branded FSDU 6 1.0Z                                                                      ,               ,,
:=980800,3WayTGE4C                                         ,Toiletries End 4 1.0Y Three Way Unit Centre                                                         ,               ,,
93:>0800,Nappy BFSDU1                                      ,Nappies Branded FSDU 1 1.0Z                                                                         ,               ,,
:440800,491151,Healthcare End 3 3.0Z Three Way Unit Right                                                          ,               ,,
:8980800,Dig Care Mid                                      ,Digestive Care 1 Mid Gondola 300mm                                                                  ,               ,,
133>0800,Vits12                                            ,Vitamins & Complementary Therapies 400mm 12.0W HH1 GLF                                              ,               ,,
4>790800,Skin 1 Mid GL                                     ,Everyday Facial Skincare 1 Mid Gondola Mainstream                                                   ,               ,,
=3:<0800,491052,Toiletries End 5 1.0Y Three Way Unit Centre                                                         ,               ,,
707:0800,3WayTGE4L                                         ,Toiletries End 4 1.0Y Three Way Unit Left                                                           ,               ,,
944=0800,ShmpCond Mid                                      ,Shampoo 1 Mid Gondola Mainstream                                                                    ,               ,,
1=;>0800,3WayTGE7R                                         ,Toiletries End 7 1.0Y Three Way Unit Right                                                          ,               ,,
784<0800,No7HiddenGems2                                    ,No7 Hidden Gems 2                                                                                   ,               ,,
496:0800,Deods mid                                         ,Deodorants Mid Gondola Mainstream                                                                   ,               ,,
59:70800,Snack Mid                                         ,Snacks Mid Gondola Mainstream                                                                       ,               ,,
13450500,Mini Club Promo Stand                             ,PH Mini Club Promotional Stand 2.0Z                                                                 ,               ,,
947=0800,491136,Healthcare End 1 3.0Z Three Way Unit Left                                                           ,               ,,
949;0800,Skin 1 Mid GL                                     ,Everyday Facial Skincare 1 Mid Gondola Mainstream                                                   ,               ,,
550;0700,Essie R&R 1Mod                                    ,#Essie R&R 1.0G GF                                                                                  ,               ,,
774<0800,No7HiddenGems1                                    ,No7 Hidden Gems 1                                                                                   ,               ,,
53;0800,491144,Healthcare End 2 3.0Z Three Way Unit Right                                                          ,               ,,
594<0800,Hair & Styling mid                                ,Styling 1 Mid Gondola Mainstream                                                                    ,               ,,
2670800,BFSDU                                             ,Cosmetics Branded FSDU 2 1.0Z                                                                       ,               ,,
67710800,491144,Healthcare End 2 3.0Z Three Way Unit Right                                                          ,               ,,
>7490800,Colours Mid                                       ,Colours 1 Mid Gondola Mainstream                                                                    ,               ,,
45640800,Hair & Styling mid                                ,Styling 1 Mid Gondola Mainstream                                                                    ,               ,,
4<950800,No7 BFSDU1                                        ,No7 Q BFSDU 7 mod+                                                                                  ,               ,,
80:30800,TOD3BACK                                          ,PH Fragrance TOD 3 Back                                                                             ,               ,,
3?560800,Vits mid                                          ,Vitamins 1 Mid Gondola 300mm                                                                        ,               ,,
55590800,BabyEnd2                                          ,Baby End 2 1.0Y Mainstream Week 3                                                                   ,               ,,
819=0800,Vits mid                                          ,Vitamins 1 Mid Gondola 300mm                                                                        ,               ,,
;<670800,491151,Healthcare End 3 3.0Z Three Way Unit Right                                                          ,               ,,
14900800,Sun Preps Mid                                     ,Summer Sun Preparations 4 Mid Gondola 400mm                                                         ,               ,,
2?9<0800,BFSDU                                             ,Cosmetics Branded FSDU 4 1.0Z                                                                       ,               ,,
;::60800,Collection 2000 Cosmetics Hot Spot SML Stock POG  ,Collection 2000 1 Cosmetics Hot Spot 400mm                                                          ,               ,,
<9::0800,3WaySSGE3L                                        ,Sun Shop End 3 1.0Y Three Way Unit Left                                                             ,               ,,
;3;10800,BFSDU                                             ,NPD Branded FSDU 1 1.0Z                                                                             ,               ,,
45770800,MassSham&Cond9                                    ,Mass Shampoo and Conditioners 400mm 9.0G Destination GF                                             ,               ,,
;48=0700,ChildSeas5                                        ,Childrens Seasonal 400mm 5.0G GF                                                                    ,               ,,
6?:20800,3WayTGE4L                                         ,Toiletries End 4 1.0Y Three Way Unit Left                                                           ,               ,,
<<9>0800,Deods mid                                         ,Deodorants Mid Gondola Mainstream                                                                   ,               ,,
;28=0800,Cosmetic Promo                                    ,No7 Q Cosmetic Promo                                                                                ,               ,,
:5:90800,Prem Skin Mid                                     ,Premium Facial Skincare 1 Mid Gondola Small 300mm                                                   ,               ,,
3700800,Hlth Bkwll Mid                                    ,Healthcare Backwall Mid Gondola 1                                                                   ,               ,,
51810800,BFSDU                                             ,Cosmetics Branded FSDU 1 1.0Z                                                                       ,               ,,
9?4>0800,Razors&Blades200                                  ,Razors & Blades 1 Mid Gondola 200mm                                                                 ,               ,,
453:0800,Nappies 12                                        ,Nappies 500mm 12.0W EOT Destination GF                                                              ,               ,,
2;340700,Maybelline 3mod R&R                               ,#Maybelline SS Cosmetics R&R 3.0G GF                                                                ,               ,,
20500800,BFSDU                                             ,Toiletries Branded FSDU 6 1.0Z                                                                      ,               ,,
4:560800,Eye mid                                           ,Eyecare 1 Mid Gondola Mainstream                                                                    ,               ,,
9=7?0800,Hlth Bkwll Mid                                    ,Healthcare Backwall Mid Gondola 2                                                                   ,               ,,
